lat,lon,alt_m,date,time,fix
43.002084,-78.787192,186.3,09/03/2026,23:11:38.000 UTC,VALID
43.002084,-78.787192,186.5,09/03/2026,23:11:38.000 UTC,VALID
43.002084,-78.787216,186.5,09/03/2026,23:11:48.000 UTC,VALID
43.002084,-78.787216,186.7,09/03/2026,23:11:48.000 UTC,VALID
43.00208,-78.787232,186.7,09/03/2026,23:11:58.000 UTC,VALID
43.00208,-78.787232,186.5,09/03/2026,23:11:58.000 UTC,VALID
43.00208,-78.787256,186.5,09/03/2026,23:11:68.000 UTC,VALID
43.00208,-78.787256,186.3,09/03/2026,23:11:68.000 UTC,VALID
43.00208,-78.787272,186.3,09/03/2026,23:11:78.000 UTC,VALID
43.00208,-78.787272,186.1,09/03/2026,23:11:78.000 UTC,VALID
43.00208,-78.787288,186.1,09/03/2026,23:11:88.000 UTC,VALID
43.00208,-78.787288,185.9,09/03/2026,23:11:88.000 UTC,VALID
43.00208,-78.787304,185.9,09/03/2026,,VALID
43.00208,-78.787304,185.4,09/03/2026,,VALID
43.002076,-78.787312,185.4,09/03/2026,23:12:08.000 UTC,VALID
43.002076,-78.787312,186.4,09/03/2026,23:12:08.000 UTC,VALID
43.002072,-78.787336,186.4,09/03/2026,23:12:18.000 UTC,VALID
43.002072,-78.787336,185.9,09/03/2026,23:12:18.000 UTC,VALID
43.002068,-78.787352,185.9,09/03/2026,23:12:28.000 UTC,VALID
43.002068,-78.787352,186.1,09/03/2026,23:12:28.000 UTC,VALID
43.002068,-78.787368,186.1,09/03/2026,23:12:38.000 UTC,VALID
43.002068,-78.787368,186.3,09/03/2026,23:12:38.000 UTC,VALID
43.002064,-78.787384,186.3,09/03/2026,23:12:48.000 UTC,VALID
43.002064,-78.787384,186.3,09/03/2026,23:12:48.000 UTC,VALID
43.002064,-78.787408,186.3,09/03/2026,23:12:58.000 UTC,VALID
43.002064,-78.787408,186.6,09/03/2026,23:12:58.000 UTC,VALID
43.002064,-78.787416,186.6,09/03/2026,23:12:68.000 UTC,VALID
43.002064,-78.787416,186.2,09/03/2026,23:12:68.000 UTC,VALID
43.00206,-78.787424,186.2,09/03/2026,23:12:78.000 UTC,VALID
43.00206,-78.787424,185.7,09/03/2026,23:12:78.000 UTC,VALID
43.002048,-78.787432,185.7,09/03/2026,23:12:88.000 UTC,VALID
43.002048,-78.787432,185.8,09/03/2026,23:12:88.000 UTC,VALID
43.002032,-78.78744,185.8,09/03/2026,,VALID
43.002032,-78.78744,186.3,09/03/2026,,VALID
43.00202,-78.787448,186.3,09/03/2026,23:13:08.000 UTC,VALID
43.00202,-78.787448,186.3,09/03/2026,23:13:08.000 UTC,VALID
43.002012,-78.787448,186.3,09/03/2026,23:13:18.000 UTC,VALID
43.002012,-78.787448,186.1,09/03/2026,23:13:18.000 UTC,VALID
43.002,-78.787456,186.1,09/03/2026,23:13:28.000 UTC,VALID
43.002,-78.787456,185.9,09/03/2026,23:13:28.000 UTC,VALID
43.001988,-78.787456,185.9,09/03/2026,23:13:38.000 UTC,VALID
43.001988,-78.787456,186.3,09/03/2026,23:13:38.000 UTC,VALID
43.001968,-78.787464,186.3,09/03/2026,23:13:48.000 UTC,VALID
43.001968,-78.787464,186.9,09/03/2026,23:13:48.000 UTC,VALID
43.001952,-78.787464,186.9,09/03/2026,23:13:58.000 UTC,VALID
43.001952,-78.787464,187.6,09/03/2026,23:13:58.000 UTC,VALID
43.00194,-78.787464,187.6,09/03/2026,23:13:68.000 UTC,VALID
43.00194,-78.787464,187.3,09/03/2026,23:13:68.000 UTC,VALID
43.001928,-78.787464,187.3,09/03/2026,23:13:78.000 UTC,VALID
43.001928,-78.787464,188.1,09/03/2026,23:13:78.000 UTC,VALID
43.001912,-78.78748,188.1,09/03/2026,23:13:88.000 UTC,VALID
43.001912,-78.78748,190.3,09/03/2026,23:13:88.000 UTC,VALID
43.001896,-78.78748,190.3,09/03/2026,,VALID
43.001896,-78.78748,190.8,09/03/2026,,VALID
43.001888,-78.787488,190.8,09/03/2026,23:14:08.000 UTC,VALID
43.001888,-78.787488,190.2,09/03/2026,23:14:08.000 UTC,VALID
43.001876,-78.787488,190.2,09/03/2026,23:14:18.000 UTC,VALID
43.001876,-78.787488,190.0,09/03/2026,23:14:18.000 UTC,VALID
43.001864,-78.78748,190.0,09/03/2026,23:14:28.000 UTC,VALID
43.001864,-78.78748,189.9,09/03/2026,23:14:28.000 UTC,VALID
43.001856,-78.787464,189.9,09/03/2026,23:14:38.000 UTC,VALID
43.001856,-78.787464,189.4,09/03/2026,23:14:38.000 UTC,VALID
43.001852,-78.787456,189.4,09/03/2026,23:14:48.000 UTC,VALID
43.001852,-78.787456,188.8,09/03/2026,23:14:48.000 UTC,VALID
43.001852,-78.78744,188.8,09/03/2026,23:14:58.000 UTC,VALID
43.001852,-78.78744,188.2,09/03/2026,23:14:58.000 UTC,VALID
43.001852,-78.787416,188.2,09/03/2026,23:14:68.000 UTC,VALID
43.001852,-78.787416,188.5,09/03/2026,23:14:68.000 UTC,VALID
43.001848,-78.7874,188.5,09/03/2026,23:14:78.000 UTC,VALID
43.001848,-78.7874,188.7,09/03/2026,23:14:78.000 UTC,VALID
43.001844,-78.787384,188.7,09/03/2026,23:14:88.000 UTC,VALID
43.001844,-78.787384,188.3,09/03/2026,23:14:88.000 UTC,VALID
43.001844,-78.787368,188.3,09/03/2026,,VALID
43.001844,-78.787368,188.0,09/03/2026,,VALID
43.001844,-78.787352,188.0,09/03/2026,23:15:08.000 UTC,VALID
43.001844,-78.787352,188.1,09/03/2026,23:15:08.000 UTC,VALID
43.001848,-78.787336,188.1,09/03/2026,23:15:18.000 UTC,VALID
43.001848,-78.787336,188.1,09/03/2026,23:15:18.000 UTC,VALID
43.001848,-78.78732,188.1,09/03/2026,23:15:28.000 UTC,VALID
43.001848,-78.78732,187.9,09/03/2026,23:15:28.000 UTC,VALID
43.001848,-78.787304,187.9,09/03/2026,23:15:38.000 UTC,VALID
43.001848,-78.787304,187.7,09/03/2026,23:15:38.000 UTC,VALID
43.001852,-78.787288,187.7,09/03/2026,23:15:48.000 UTC,VALID
43.001852,-78.787288,187.3,09/03/2026,23:15:48.000 UTC,VALID
43.001852,-78.787264,187.3,09/03/2026,23:15:58.000 UTC,VALID
43.001852,-78.787264,187.5,09/03/2026,23:15:58.000 UTC,VALID
43.001852,-78.787248,187.5,09/03/2026,23:15:68.000 UTC,VALID
43.001852,-78.787248,187.6,09/03/2026,23:15:68.000 UTC,VALID
43.001848,-78.787232,187.6,09/03/2026,23:15:78.000 UTC,VALID
43.001848,-78.787232,187.2,09/03/2026,23:15:78.000 UTC,VALID
43.001848,-78.787216,187.2,09/03/2026,23:15:88.000 UTC,VALID
43.001848,-78.787216,187.1,09/03/2026,23:15:88.000 UTC,VALID
43.001848,-78.7872,187.1,09/03/2026,,VALID
43.001848,-78.7872,186.8,09/03/2026,,VALID
43.001844,-78.787176,186.8,09/03/2026,23:20:08.000 UTC,VALID
43.001844,-78.787176,186.9,09/03/2026,23:20:08.000 UTC,VALID
43.001844,-78.78716,186.9,09/03/2026,23:20:18.000 UTC,VALID
43.001844,-78.78716,186.7,09/03/2026,23:20:18.000 UTC,VALID
43.00184,-78.787144,186.7,09/03/2026,23:20:28.000 UTC,VALID
43.00184,-78.787144,186.8,09/03/2026,23:20:28.000 UTC,VALID
43.001844,-78.787136,186.8,09/03/2026,23:20:38.000 UTC,VALID
43.001844,-78.787136,186.6,09/03/2026,23:20:38.000 UTC,VALID
43.00184,-78.78712,186.6,09/03/2026,23:20:48.000 UTC,VALID
43.00184,-78.78712,187.0,09/03/2026,23:20:48.000 UTC,VALID
43.00184,-78.787104,187.0,09/03/2026,23:20:58.000 UTC,VALID
43.00184,-78.787104,186.6,09/03/2026,23:20:58.000 UTC,VALID
43.001836,-78.787088,186.6,09/03/2026,23:20:68.000 UTC,VALID
43.001836,-78.787088,186.3,09/03/2026,23:20:68.000 UTC,VALID
43.001836,-78.787072,186.3,09/03/2026,23:20:78.000 UTC,VALID
43.001836,-78.787072,186.3,09/03/2026,23:20:78.000 UTC,VALID
43.001832,-78.787056,186.3,09/03/2026,23:20:88.000 UTC,VALID
43.001832,-78.787056,186.4,09/03/2026,23:20:88.000 UTC,VALID
43.001832,-78.787032,186.4,09/03/2026,,VALID
43.001832,-78.787032,186.6,09/03/2026,,VALID
43.001832,-78.787016,186.6,09/03/2026,23:21:08.000 UTC,VALID
43.001832,-78.787016,186.5,09/03/2026,23:21:08.000 UTC,VALID
43.001832,-78.787,186.5,09/03/2026,23:21:18.000 UTC,VALID
43.001832,-78.787,186.7,09/03/2026,23:21:18.000 UTC,VALID
43.001828,-78.786984,186.7,09/03/2026,23:21:28.000 UTC,VALID
43.001828,-78.786984,187.2,09/03/2026,23:21:28.000 UTC,VALID
43.001824,-78.786976,187.2,09/03/2026,23:21:38.000 UTC,VALID
43.001824,-78.786976,187.2,09/03/2026,23:21:38.000 UTC,VALID
43.00182,-78.78696,187.2,09/03/2026,23:21:48.000 UTC,VALID
43.00182,-78.78696,187.2,09/03/2026,23:21:48.000 UTC,VALID
43.00182,-78.786944,187.2,09/03/2026,23:21:58.000 UTC,VALID
43.00182,-78.786944,186.8,09/03/2026,23:21:58.000 UTC,VALID
43.001812,-78.78692,186.8,09/03/2026,23:21:68.000 UTC,VALID
43.001812,-78.78692,187.4,09/03/2026,23:21:68.000 UTC,VALID
43.001812,-78.786904,187.4,09/03/2026,23:21:78.000 UTC,VALID
43.001812,-78.786904,187.4,09/03/2026,23:21:78.000 UTC,VALID
43.001812,-78.786888,187.4,09/03/2026,23:21:88.000 UTC,VALID
43.001812,-78.786888,187.4,09/03/2026,23:21:88.000 UTC,VALID
43.001812,-78.786872,187.4,09/03/2026,,VALID
43.001812,-78.786872,187.3,09/03/2026,,VALID
43.001812,-78.786856,187.3,09/03/2026,23:22:08.000 UTC,VALID
43.001812,-78.786856,186.7,09/03/2026,23:22:08.000 UTC,VALID
43.001812,-78.786848,186.7,09/03/2026,23:22:18.000 UTC,VALID
43.001812,-78.786848,186.2,09/03/2026,23:22:18.000 UTC,VALID
43.001816,-78.786832,186.2,09/03/2026,23:22:28.000 UTC,VALID
43.001816,-78.786832,185.5,09/03/2026,23:22:28.000 UTC,VALID
43.001816,-78.786816,185.5,09/03/2026,23:22:38.000 UTC,VALID
43.001816,-78.786816,185.8,09/03/2026,23:22:38.000 UTC,VALID
43.001812,-78.7868,185.8,09/03/2026,23:22:48.000 UTC,VALID
43.001812,-78.7868,186.1,09/03/2026,23:22:48.000 UTC,VALID
43.001808,-78.786784,186.1,09/03/2026,23:22:58.000 UTC,VALID
43.001808,-78.786784,186.2,09/03/2026,23:22:58.000 UTC,VALID
43.001808,-78.786768,186.2,09/03/2026,23:22:68.000 UTC,VALID
43.001808,-78.786768,185.9,09/03/2026,23:22:68.000 UTC,VALID
43.001812,-78.786752,185.9,09/03/2026,23:22:78.000 UTC,VALID
43.001812,-78.786752,185.2,09/03/2026,23:22:78.000 UTC,VALID
43.001812,-78.786728,185.2,09/03/2026,23:22:88.000 UTC,VALID
43.001812,-78.786728,185.1,09/03/2026,23:22:88.000 UTC,VALID
43.001812,-78.786712,185.1,09/03/2026,,VALID
43.001812,-78.786712,185.0,09/03/2026,,VALID
43.001812,-78.786688,185.0,09/03/2026,23:23:08.000 UTC,VALID
43.001812,-78.786688,185.6,09/03/2026,23:23:08.000 UTC,VALID
43.001812,-78.78668,185.6,09/03/2026,23:23:18.000 UTC,VALID
43.001812,-78.78668,185.3,09/03/2026,23:23:18.000 UTC,VALID
43.001804,-78.786672,185.3,09/03/2026,23:23:28.000 UTC,VALID
43.001804,-78.786672,185.2,09/03/2026,23:23:28.000 UTC,VALID
43.001792,-78.786656,185.2,09/03/2026,23:23:38.000 UTC,VALID
43.001792,-78.786656,185.0,09/03/2026,23:23:38.000 UTC,VALID
43.001776,-78.786648,185.0,09/03/2026,23:23:48.000 UTC,VALID
43.001776,-78.786648,185.0,09/03/2026,23:23:48.000 UTC,VALID
43.001772,-78.78664,185.0,09/03/2026,23:23:58.000 UTC,VALID
43.001772,-78.78664,184.8,09/03/2026,23:23:58.000 UTC,VALID
43.001764,-78.786624,184.8,09/03/2026,23:23:68.000 UTC,VALID
43.001764,-78.786624,185.4,09/03/2026,23:23:68.000 UTC,VALID
43.001756,-78.786608,185.4,09/03/2026,23:23:78.000 UTC,VALID
43.001756,-78.786608,185.8,09/03/2026,23:23:78.000 UTC,VALID
43.001752,-78.786592,185.8,09/03/2026,23:23:88.000 UTC,VALID
43.001752,-78.786592,185.9,09/03/2026,23:23:88.000 UTC,VALID
43.001748,-78.786576,185.9,09/03/2026,,VALID
43.001748,-78.786576,185.8,09/03/2026,,VALID
43.001748,-78.78656,185.8,09/03/2026,23:24:08.000 UTC,VALID
43.001748,-78.78656,185.2,09/03/2026,23:24:08.000 UTC,VALID
43.001748,-78.786544,185.2,09/03/2026,23:24:18.000 UTC,VALID
43.001748,-78.786544,184.6,09/03/2026,23:24:18.000 UTC,VALID
43.001744,-78.786528,184.6,09/03/2026,23:24:28.000 UTC,VALID
43.001744,-78.786528,184.8,09/03/2026,23:24:28.000 UTC,VALID
43.001736,-78.786504,184.8,09/03/2026,23:24:38.000 UTC,VALID
43.001736,-78.786504,185.2,09/03/2026,23:24:38.000 UTC,VALID
43.001732,-78.786488,185.2,09/03/2026,23:24:48.000 UTC,VALID
43.001732,-78.786488,185.0,09/03/2026,23:24:48.000 UTC,VALID
43.001724,-78.78648,185.0,09/03/2026,23:24:58.000 UTC,VALID
43.001724,-78.78648,184.9,09/03/2026,23:24:58.000 UTC,VALID
43.00172,-78.786464,184.9,09/03/2026,23:24:68.000 UTC,VALID
43.00172,-78.786464,184.9,09/03/2026,23:24:68.000 UTC,VALID
43.00172,-78.786448,184.9,09/03/2026,23:24:78.000 UTC,VALID
43.00172,-78.786448,185.1,09/03/2026,23:24:78.000 UTC,VALID
43.00172,-78.786424,185.1,09/03/2026,23:24:88.000 UTC,VALID
43.00172,-78.786424,185.1,09/03/2026,23:24:88.000 UTC,VALID
43.00172,-78.786408,185.1,09/03/2026,,VALID
43.00172,-78.786408,185.0,09/03/2026,,VALID
43.001716,-78.786392,185.0,09/03/2026,23:25:08.000 UTC,VALID
43.001716,-78.786392,184.8,09/03/2026,23:25:08.000 UTC,VALID
43.00172,-78.786376,184.8,09/03/2026,23:25:18.000 UTC,VALID
43.00172,-78.786376,184.5,09/03/2026,23:25:18.000 UTC,VALID
43.00172,-78.786352,184.5,09/03/2026,23:25:28.000 UTC,VALID
43.00172,-78.786352,184.5,09/03/2026,23:25:28.000 UTC,VALID
43.00172,-78.786336,184.5,09/03/2026,23:25:38.000 UTC,VALID
43.00172,-78.786336,184.6,09/03/2026,23:25:38.000 UTC,VALID
43.00172,-78.78632,184.6,09/03/2026,23:25:48.000 UTC,VALID
43.00172,-78.78632,184.4,09/03/2026,23:25:48.000 UTC,VALID
43.00172,-78.786312,184.4,09/03/2026,23:25:58.000 UTC,VALID
43.00172,-78.786312,184.1,09/03/2026,23:25:58.000 UTC,VALID
43.001716,-78.786304,184.1,09/03/2026,23:25:68.000 UTC,VALID
43.001716,-78.786304,183.8,09/03/2026,23:25:68.000 UTC,VALID
43.001712,-78.786288,183.8,09/03/2026,23:25:78.000 UTC,VALID
43.001712,-78.786288,183.4,09/03/2026,23:25:78.000 UTC,VALID
43.001712,-78.786272,183.4,09/03/2026,23:25:88.000 UTC,VALID
43.001712,-78.786272,183.5,09/03/2026,23:25:88.000 UTC,VALID
43.001708,-78.786248,183.5,09/03/2026,,VALID
43.001708,-78.786248,183.7,09/03/2026,,VALID
43.001708,-78.786232,183.7,09/03/2026,23:30:08.000 UTC,VALID
43.001708,-78.786232,183.8,09/03/2026,23:30:08.000 UTC,VALID
43.001708,-78.786216,183.8,09/03/2026,23:30:18.000 UTC,VALID
43.001708,-78.786216,183.6,09/03/2026,23:30:18.000 UTC,VALID
43.001708,-78.786192,183.6,09/03/2026,23:30:28.000 UTC,VALID
43.001708,-78.786192,183.8,09/03/2026,23:30:28.000 UTC,VALID
43.001708,-78.786176,183.8,09/03/2026,23:30:38.000 UTC,VALID
43.001708,-78.786176,183.8,09/03/2026,23:30:38.000 UTC,VALID
43.001708,-78.78616,183.8,09/03/2026,23:30:48.000 UTC,VALID
43.001708,-78.78616,183.6,09/03/2026,23:30:48.000 UTC,VALID
43.001708,-78.786144,183.6,09/03/2026,23:30:58.000 UTC,VALID
43.001708,-78.786144,183.4,09/03/2026,23:30:58.000 UTC,VALID
43.001704,-78.786128,183.4,09/03/2026,23:30:68.000 UTC,VALID
43.001704,-78.786128,183.4,09/03/2026,23:30:68.000 UTC,VALID
43.0017,-78.786112,183.4,09/03/2026,23:30:78.000 UTC,VALID
43.0017,-78.786112,183.1,09/03/2026,23:30:78.000 UTC,VALID
43.001696,-78.786096,183.1,09/03/2026,23:30:88.000 UTC,VALID
43.001696,-78.786096,183.2,09/03/2026,23:30:88.000 UTC,VALID
43.001692,-78.78608,183.2,09/03/2026,,VALID
43.001692,-78.78608,183.3,09/03/2026,,VALID
43.001688,-78.786056,183.3,09/03/2026,23:31:08.000 UTC,VALID
43.001688,-78.786056,183.5,09/03/2026,23:31:08.000 UTC,VALID
43.001688,-78.78604,183.5,09/03/2026,23:31:18.000 UTC,VALID
43.001688,-78.78604,183.5,09/03/2026,23:31:18.000 UTC,VALID
43.001688,-78.786024,183.5,09/03/2026,23:31:28.000 UTC,VALID
43.001688,-78.786024,183.1,09/03/2026,23:31:28.000 UTC,VALID
43.001688,-78.786008,183.1,09/03/2026,23:31:38.000 UTC,VALID
43.001688,-78.786008,183.1,09/03/2026,23:31:38.000 UTC,VALID
43.001688,-78.785992,183.1,09/03/2026,23:31:48.000 UTC,VALID
43.001688,-78.785992,183.3,09/03/2026,23:31:48.000 UTC,VALID
43.001684,-78.785976,183.3,09/03/2026,23:31:58.000 UTC,VALID
43.001684,-78.785976,183.2,09/03/2026,23:31:58.000 UTC,VALID
43.001676,-78.78596,183.2,09/03/2026,23:31:68.000 UTC,VALID
43.001676,-78.78596,182.9,09/03/2026,23:31:68.000 UTC,VALID
43.001672,-78.785952,182.9,09/03/2026,23:31:78.000 UTC,VALID
43.001672,-78.785952,182.9,09/03/2026,23:31:78.000 UTC,VALID
43.001668,-78.785928,182.9,09/03/2026,23:31:88.000 UTC,VALID
43.001668,-78.785928,183.1,09/03/2026,23:31:88.000 UTC,VALID
43.001664,-78.785912,183.1,09/03/2026,,VALID
43.001664,-78.785912,183.4,09/03/2026,,VALID
43.00166,-78.785896,183.4,09/03/2026,23:32:08.000 UTC,VALID
43.00166,-78.785896,183.5,09/03/2026,23:32:08.000 UTC,VALID
43.001656,-78.785872,183.5,09/03/2026,23:32:18.000 UTC,VALID
43.001656,-78.785872,183.4,09/03/2026,23:32:18.000 UTC,VALID
43.001656,-78.785856,183.4,09/03/2026,23:32:28.000 UTC,VALID
43.001656,-78.785856,183.7,09/03/2026,23:32:28.000 UTC,VALID
43.001652,-78.78584,183.7,09/03/2026,23:32:38.000 UTC,VALID
43.001652,-78.78584,184.1,09/03/2026,23:32:38.000 UTC,VALID
43.001652,-78.785824,184.1,09/03/2026,23:32:48.000 UTC,VALID
43.001652,-78.785824,184.1,09/03/2026,23:32:48.000 UTC,VALID
43.001656,-78.785808,184.1,09/03/2026,23:32:58.000 UTC,VALID
43.001656,-78.785808,183.9,09/03/2026,23:32:58.000 UTC,VALID
43.00166,-78.785792,183.9,09/03/2026,23:32:68.000 UTC,VALID
43.00166,-78.785792,184.0,09/03/2026,23:32:68.000 UTC,VALID
43.001668,-78.785776,184.0,09/03/2026,23:32:78.000 UTC,VALID
43.001668,-78.785776,184.4,09/03/2026,23:32:78.000 UTC,VALID
43.001676,-78.78576,184.4,09/03/2026,23:32:88.000 UTC,VALID
43.001676,-78.78576,184.9,09/03/2026,23:32:88.000 UTC,VALID
43.001684,-78.785752,184.9,09/03/2026,,VALID
43.001684,-78.785752,185.0,09/03/2026,,VALID
43.001692,-78.785744,185.0,09/03/2026,23:33:08.000 UTC,VALID
43.001692,-78.785744,184.9,09/03/2026,23:33:08.000 UTC,VALID
43.0017,-78.785744,184.9,09/03/2026,23:33:18.000 UTC,VALID
43.0017,-78.785744,184.9,09/03/2026,23:33:18.000 UTC,VALID
43.001712,-78.785752,184.9,09/03/2026,23:33:28.000 UTC,VALID
43.001712,-78.785752,185.0,09/03/2026,23:33:28.000 UTC,VALID
43.001724,-78.785752,185.0,09/03/2026,23:33:38.000 UTC,VALID
43.001724,-78.785752,185.3,09/03/2026,23:33:38.000 UTC,VALID
43.001736,-78.785768,185.3,09/03/2026,23:33:48.000 UTC,VALID
43.001736,-78.785768,185.6,09/03/2026,23:33:48.000 UTC,VALID
43.001744,-78.785776,185.6,09/03/2026,23:33:58.000 UTC,VALID
43.001744,-78.785776,186.0,09/03/2026,23:33:58.000 UTC,VALID
43.001748,-78.785792,186.0,09/03/2026,23:33:68.000 UTC,VALID
43.001748,-78.785792,186.0,09/03/2026,23:33:68.000 UTC,VALID
43.001748,-78.785808,186.0,09/03/2026,23:33:78.000 UTC,VALID
43.001748,-78.785808,185.7,09/03/2026,23:33:78.000 UTC,VALID
43.001748,-78.785816,185.7,09/03/2026,23:33:88.000 UTC,VALID
43.001748,-78.785816,185.2,09/03/2026,23:33:88.000 UTC,VALID
